time,close,Volume
1535328000,7291.145,NaN
1535932800,6289.405,NaN
1536537600,6487.8875,NaN
1537142400,6638.72,NaN
1537747200,6565.645,NaN
1538352000,6572.825,NaN
1538956800,6182.4575,NaN
1539561600,6412.975,NaN
1540166400,6405.5225,NaN
1540771200,6422.5075,NaN
1541376000,6358.58,NaN
1541980800,5560.145,NaN
1542585600,3935.5125,NaN
1543190400,4102.0975,NaN
1543795200,3532.5225,NaN
1544400000,3192.87,NaN
1545004800,3944.385,NaN
1545609600,3831.0375,NaN
1546214400,4040.9525,NaN
1546819200,3514.2175,NaN
1547424000,3534.25,NaN
1548028800,3531.82,NaN
1548633600,3415.1975,NaN
1549238400,3648.38,NaN
1549843200,3625.62,NaN
1550448000,3732.395,NaN
1551052800,3787.94,NaN
1551657600,3898.95312045,NaN
1552262400,3965.74,NaN
1552867200,3970.085,NaN
1553472000,4095.32,NaN
1554076800,5193.965,NaN
1554681600,5161.725,NaN
1555286400,5296.6375,NaN
1555891200,5157.275,NaN
1556496000,5714.345,NaN
1557100800,6976.065,NaN
1557705600,8196.835,NaN
1558310400,8737.8225,NaN
1558915200,8739.8225,NaN
1559520000,7638.2825,NaN
1560124800,8978.795,NaN
1560729600,10830.4725,NaN
1561334400,10754.915,NaN
1561939200,11475.0375,NaN
1562544000,10299.7,NaN
1563148800,10594.06,NaN
1563753600,9530.3275,NaN
1564358400,10977.9675,NaN
1564963200,11530.865,NaN
1565568000,10319.71,NaN
1566172800,10136.39,NaN
1566777600,9768.0175,NaN
1567382400,10403.6725,NaN
1567987200,10309.045,NaN
1568592000,10026.9475,NaN
1569196800,8052.3225,NaN
1569801600,7859.23,NaN
1570406400,8280.48,NaN
1571011200,8234.765,NaN
1571616000,9549.05,NaN
1572220800,9205.705,NaN
1572825600,9033.985,NaN
1573430400,8500.63,NaN
1574035200,6908.4475,NaN
1574640000,7403.8775,NaN
1575244800,7523.3275,NaN
1575849600,7114.98,NaN
1576454400,7511.47,NaN
1577059200,7387.9625,NaN
1577664000,7352.6925,NaN
1578268800,8178.0025,NaN
1578873600,8700.1475,NaN
1579478400,8590.48,NaN
1580083200,9324.0225,NaN
1580688000,10167.7075,NaN
1581292800,9922.8975,NaN
1581897600,9968.39,NaN
1582502400,8527.415,NaN
1583107200,8036.475,NaN
1583712000,5343.135,NaN
1584316800,5824.085,NaN
1584921600,5876.4525,NaN
1585526400,6777.015,NaN
1586131200,6906.54,NaN
1586736000,7130.2775,NaN
1587340800,7703.1325,NaN
1587945600,8908.385,NaN
1588550400,8726.06,NaN
1589155200,9670.7075,NaN
1589760000,8716.09,NaN
1590364800,9448.95,NaN
1590969600,9752.5925,NaN
1591574400,9329.6975,NaN
1592179200,9285.9675,NaN
1592784000,9116.235,NaN
1593388800,9078.89,NaN
1593993600,9302.385,NaN
1594598400,9213.99,NaN
1595203200,9942.845,NaN
1595808000,11066.14,NaN
1596412800,11687.8175,NaN
1597017600,11918.0375,NaN
1597622400,11650.9875,NaN
1598227200,11713.08,NaN
1598832000,10258.09,NaN
1599436800,10335.125,NaN
1600041600,10921.11,NaN
1600646400,10777.975,NaN
1601251200,10673.18,NaN
1601856000,11375.2725,NaN
1602460800,11513.1325,NaN
1603065600,13042.115,NaN
1603670400,13768.1925,NaN
1604275200,15484.175,NaN
1604880000,15969.7475,NaN
1605484800,18442.9925,NaN
1606089600,18197.3175,NaN
1606694400,19382.2675,NaN
1607299200,19164.8025,NaN
1607904000,23478.995,NaN
1608508800,26259.1225,NaN
1609113600,33096.3175,NaN
1609718400,38173.345,NaN
1610323200,35822.635,NaN
1610928000,32291.01,NaN
1611532800,33138.715,NaN
1612137600,38868.57,NaN
1612742400,48660.45,NaN
1613347200,57492.04,NaN
1613952000,45238.64,NaN
1614556800,50977.285,NaN
1615161600,58997.37,NaN
1615766400,57378.6275,NaN
1616371200,55786.5525,NaN
1616976000,58210.9525,NaN
1617580800,59975.28,NaN
1618185600,56271.87,NaN
1618790400,49123.22,NaN
1619395200,56625.7675,NaN
1620000000,58303.4025,NaN
1620604800,46456.4725,NaN
1621209600,34730.7875,NaN
1621814400,35676.71,NaN
1622419200,35803.195,NaN
1623024000,39026.525,NaN
1623628800,35592.295,NaN
1624233600,34690.9775,NaN
1624838400,35293.315,NaN
1625443200,34251.9575,NaN
1626048000,31784.15,NaN
1626652800,35428.2675,NaN
1627257600,39867.6725,NaN
1627862400,43842.615,NaN
1628467200,47022.2825,NaN
1629072000,49288.8975,NaN
1629676800,48800.0725,NaN
1630281600,51791.6375,NaN
1630886400,46038.8925,NaN
1631491200,47249.3475,NaN
1632096000,43194.81,NaN
1632700800,48235.595,NaN
1633305600,54696.93,NaN
1633910400,61532.1675,NaN
1634515200,60875.2975,NaN
1635120000,61357.63,NaN
1635724800,63312.7675,NaN
1636329600,65502.47,NaN
1636934400,58666.18,NaN
1637539200,57322.77,NaN
1638144000,49467,NaN
1638748800,50109.38,NaN
1639353600,46696.22,NaN
1639958400,50799.86,NaN
1640563200,47317.13,NaN
1641168000,41868.49,NaN
1641772800,43171.39,NaN
1642377600,38053.15,NaN
1642982400,37923.56,NaN
1643587200,42417.63,NaN
1644192000,42073.76,NaN
1644796800,38386.55,NaN
1645401600,37711.29,NaN
1646006400,38423,NaN
1646611200,37790.82,NaN
1647216000,41277.41,NaN
1647820800,46856.67,NaN
1648425600,46415.99,NaN
1649030400,42155.88,NaN
1649635200,39687.65,NaN
1650240000,39465.69,NaN
1650844800,38479.3,NaN
1651449600,34027.56,NaN
1652054400,31293.29,NaN
1652659200,30264.11,NaN
1653264000,29449.54,NaN
1653868800,29899.4,NaN
1654473600,26565.12,NaN
1655078400,20552.98,NaN
1655683200,21029.53,NaN
1656288000,19292.67,NaN
1656892800,20843.12,NaN
1657497600,20793.29,NaN
1658102400,22586.22,NaN
1658707200,23315.95,NaN
1659312000,23181.62,NaN
1659916800,24314.02,NaN
1660521600,21495.97,NaN
1661126400,19550.11,NaN
1661731200,20004.08,NaN
1662336000,21839.13,NaN
1662940800,19420.94,NaN
1663545600,18808.52,NaN
1664150400,19057.33,NaN
1664755200,19445.94,NaN
1665360000,19263.43,NaN
1665964800,19570.93,NaN
1666569600,20628.62,NaN
1667174400,20914.74,NaN
1667779200,16309.05,NaN
1668384000,16255.15,NaN
1668988800,16424.41,NaN
1669593600,17113.75,NaN
1670198400,17091.9,NaN
1670803200,16745.81,NaN
1671408000,16828.9,NaN
1672012800,16613.48,NaN
1672617600,17124.86,NaN
1673222400,20884.18,NaN
1673827200,22717.7,NaN
1674432000,23750.97,NaN
1675036800,22938.34,NaN
1675641600,21787.12,NaN
1676246400,24288.51,NaN
1676851200,23558.98,NaN
1677456000,22428.98,NaN
1678060800,22242.23,NaN
1678665600,28051.94,NaN
1679270400,28001,NaN
1679875200,28189.84,NaN
1680480000,28336.98,NaN
1681084800,30320.82,NaN
1681689600,27592.89,NaN
1682294400,29240.15,NaN
1682899200,28462.89,NaN
1683504000,26927.54,NaN
1684108800,26752.43,NaN
1684713600,28079.34,NaN
1685318400,27121.86,NaN
1685923200,25935.88,NaN
1686528000,26338.83,NaN
1687132800,30473,NaN
1687737600,30617.86,NaN
1688342400,30170.46,NaN
1688947200,30245.6,NaN
1689552000,30085.1,NaN
1690156800,29279.33,NaN
1690761600,29039.93,NaN
1691366400,29280.68,NaN
1691971200,26189.37,NaN
1692576000,26090.67,NaN
1693180800,25968.69,NaN
1693785600,25831.23,NaN
1694390400,26535.25,NaN
1694995200,26250.5,NaN
1695600000,27980.6,NaN
1696204800,27933.75,NaN
1696809600,27172.86,NaN
1697414400,29998.27,NaN
1698019200,34535.73,NaN
1698624000,35042.56,NaN
1699228800,37071.80915969,NaN
1699833600,37377.58,NaN
1700438400,37465.83,NaN
1701043200,39988.27,NaN
1701648000,43801.2,NaN
1702252800,41343.51,NaN
1702857600,43005.68,NaN
1703462400,42284.71,NaN
1704067200,43947.06,NaN
1704672000,41732.68,NaN
1705276800,41551.57,NaN
1705881600,42031.95,NaN
1706486400,42570.33,NaN
1707091200,48312.66,NaN
1707696000,52147.67,NaN
1708300800,51726.87,NaN
1708905600,63153.53,NaN
1709510400,69090.75,NaN
1710115200,68343.27,NaN
1710720000,67208.32,NaN
1711324800,71316.08,NaN
1711929600,69374.42,NaN
1712534400,65742.41,NaN
1713139200,64962.24,NaN
1713744000,63075.21,NaN
1714348800,64019.93,NaN
1714953600,61464.48,NaN
1715558400,66282.99,NaN
1716163200,69192.53,NaN
