time,close,Volume
1680123600,13314.5,NaN
1680210000,13211.5,NaN
1680483600,13256.5,NaN
1680555600,13299.5,NaN
1680642000,13250.5,NaN
1680728400,13202.5,NaN
1680814800,13224,NaN
1681088400,13221,NaN
1681160400,13158,NaN
1681246800,13005.5,NaN
1681333200,13161,NaN
1681419600,13080.5,NaN
1681693200,13356.5,NaN
1681765200,13431,NaN
1681851600,13316.5,NaN
1681938000,13199,NaN
1682024400,12994.5,NaN
1682298000,12912,NaN
1682370000,12909.5,NaN
1682456400,12952.5,NaN
1682542800,13144.5,NaN
1682629200,13238.5,NaN
1682902800,13183,NaN
1682974800,13068.5,NaN
1683061200,13048.5,NaN
1683147600,13228,NaN
1683234000,13253.5,NaN
1683507600,13371.5,NaN
1683579600,13314.5,NaN
1683666000,13185,NaN
1683752400,13200,NaN
1683838800,12960,NaN
1684112400,13231.5,NaN
1684184400,13123,NaN
1684270800,13020.5,NaN
1684357200,12967,NaN
1684443600,12971.5,NaN
1684717200,13098.5,NaN
1684789200,12856,NaN
1684875600,12668,NaN
1684962000,12601.5,NaN
1685048400,12684.5,NaN
1685322000,12574,NaN
1685394000,12474.5,NaN
1685480400,12357.5,NaN
1685566800,12466.5,NaN
1685653200,12651,NaN
1685926800,12551.5,NaN
1685998800,12579,NaN
1686085200,12425.5,NaN
1686171600,12604,NaN
1686258000,12554,NaN
1686531600,12649,NaN
1686603600,12740,NaN
1686690000,12818,NaN
1686776400,13015.5,NaN
1686862800,13012.5,NaN
1687136400,12887.5,NaN
1687208400,12695,NaN
1687294800,12631.5,NaN
1687381200,12601,NaN
1687467600,12486,NaN
1687741200,12432.5,NaN
1687813200,12539,NaN
1687899600,12562,NaN
1687986000,12445.5,NaN
1688072400,12520.5,NaN
1688346000,12683,NaN
1688418000,12726.5,NaN
1688504400,12586,NaN
1688590800,12425,NaN
1688677200,12537,NaN
1688950800,12580,NaN
1689022800,12597,NaN
1689109200,12640.5,NaN
1689195600,12844,NaN
1689282000,12736,NaN
1689555600,12658,NaN
1689627600,12535,NaN
1689714000,12573.5,NaN
1689800400,12504.5,NaN
1689886800,12664,NaN
1690160400,12678.5,NaN
1690232400,12898.5,NaN
1690318800,12979.5,NaN
1690405200,12845.5,NaN
1690491600,13419,NaN
1690765200,13311.5,NaN
1690837200,13199.5,NaN
1690923600,13070,NaN
1691010000,13294.5,NaN
1691096400,13287,NaN
1691370000,13156,NaN
1691442000,13122,NaN
1691528400,13158.5,NaN
1691614800,13162,NaN
1691701200,12738.5,NaN
1691974800,12683.5,NaN
1692046800,12635.5,NaN
