time,close,Volume
1535320800,14.526,0
1535925600,14.134,0
1536530400,14.032,0
1537135200,14.289,0
1537740000,14.624,0
1538344800,14.618,0
1538949600,14.569,0
1539554400,14.595,0
1540159200,14.675,0
1540764000,14.733,0
1541368800,14.128,0
1541973600,14.377,0
1542578400,14.241,0
1543183200,14.153,0
1543788000,14.586,0
1544392800,14.545,0
1544997600,14.605,0
1545602400,15.352,0
1546207200,15.67,0
1546812000,15.569,0
1547416800,15.307,0
1548021600,15.722,0
1548626400,15.858,0
1549231200,15.808,0
1549836000,15.747,0
1550440800,15.883,0
1551045600,15.185,0
1551650400,15.298,0
1552255200,15.265,0
1552860000,15.43,0
1553464800,15.107,0
1554069600,15.08,0
1554674400,14.943,0
1555279200,14.991,0
1555884000,15.053,0
1556488800,14.907,0
1557093600,14.75,0
1557698400,14.379,0
1558303200,14.536,0
1558908000,14.549,0
1559512800,14.986,0
1560117600,14.855,0
1560722400,15.33,0
1561327200,15.288,0
1561932000,14.97,0
1562536800,15.201,0
1563141600,16.196,0
1563746400,16.363,0
1564351200,16.188,0
1564956000,16.956,0
1565560800,17.099,0
1566165600,17.39,0
1566770400,18.35,0
1567375200,18.16,0
1567980000,17.431,0
1568584800,17.96,0
1569189600,17.53,0
1569794400,17.542,0
1570399200,17.53,0
1571004000,17.52,0
1571608800,18,0
1572213600,18.08,0
1572818400,16.754,0
1573423200,16.932,0
1574028000,16.969,0
1574632800,17.007,0
1575237600,16.536,0
1575842400,16.931,0
1576447200,17.169,0
1577052000,17.746,0
1577656800,18.027,0
1578261600,18.1,0
1578866400,18.003,0
1579471200,18.091,0
1580076000,18.004,0
1580680800,17.69,0
1581285600,17.7345,0
1581890400,18.4765,0
1582495200,16.6645,0
1583100000,17.3445,0
1583704800,14.7455,0
1584309600,12.6125,0
1584914400,14.43,0
1585519200,14.3875,0
1586124000,15.4035,0
1586728800,15.1865,0
1587333600,15.2045,0
1587938400,14.9345,0
1588543200,15.4585,0
1589148000,16.6065,0
1589752800,17.1815,0
1590357600,17.8515,0
1590962400,17.4205,0
1591567200,17.4755,0
1592172000,17.59,0
1592776800,17.7495,0
1593381600,18.0075,0
1593986400,18.7015,0
1594591200,19.3245,0
1595196000,22.76,0
1595800800,24.3405,0
1596405600,28.27,0
1597010400,26.4135,0
1597615200,26.7295,0
1598220000,27.482,0
1598824800,26.8955,0
1599429600,26.7165,0
1600034400,26.763,0
1600639200,22.8775,0
1601244000,23.6965,0
1601848800,25.1158,0
1602453600,24.1325,0
1603058400,24.5975,0
1603663200,23.6415,0
1604268000,25.6165,0
1604872800,24.633,0
1605477600,24.1525,0
1606082400,22.6785,0
1606687200,24.1825,0
1607292000,23.9295,0
1607896800,25.7925,0
1608501600,25.7995,0
1609106400,26.335,0
1609711200,25.404,0
1610316000,24.731,0
1610920800,25.4685,0
1611525600,26.9366,0
1612130400,26.8965,0
1612735200,27.314,0
1613340000,27.2297,0
1613944800,26.641,0
1614549600,25.2375,0
1615154400,25.9025,0
1615759200,26.2345,0
1616364000,25.0455,0
1616968800,24.935,0
1617573600,25.267,0
1618178400,25.94,0
1618783200,25.9935,0
1619388000,25.894,0
1619992800,27.4331,0
1620597600,27.4063,0
1621202400,27.529,0
1621807200,27.908,0
1622412000,27.792,0
1623016800,27.889,0
1623621600,25.779,0
1624226400,26.077,0
1624831200,26.459,0
1625436000,26.099,0
1626040800,25.655,0
1626645600,25.161,0
1627250400,25.454,0
1627855200,24.31,0
1628460000,23.711,0
1629064800,23.013,0
1629669600,23.989,0
1630274400,24.69,0
1630879200,23.737,0
1631484000,22.3598,0
1632088800,22.39,0
1632693600,22.506,0
1633298400,22.656,0
1633903200,23.261,0
1634508000,24.3,0
1635112800,23.863,0
1635717600,24.149,0
1636322400,25.304,0
1636927200,24.604,0
1637532000,23.11,0
1638136800,22.52,0
1638741600,22.149,0
1639346400,22.333,0
1639951200,22.96,0
1640556000,23.29,0
1641160800,22.343,0
1641765600,22.942,0
1642370400,24.271,0
1642975200,22.453,0
1643580000,22.486,0
1644184800,23.546,0
1644789600,23.902,0
1645394400,24.253,0
1645999200,25.6615,0
1646604000,25.852,0
1647208800,24.94,0
1647813600,25.481,0
1648418400,24.614,0
1649023200,24.714,0
1649628000,25.64,0
1650232800,24.105,0
1650837600,22.74,0
1651442400,22.33,0
1652047200,21.077,0
1652652000,21.73,0
1653256800,22.1,0
1653861600,21.91,0
1654466400,21.87,0
1655071200,21.666,0
1655676000,21.11,0
1656280800,19.87,0
1656885600,19.291,0
1657490400,18.69,0
1658095200,18.563,0
1658700000,20.32,0
1659304800,19.886,0
1659909600,20.786,0
1660514400,19.022,0
1661119200,18.88,0
1661724000,18.034,0
1662328800,18.819,0
1662933600,19.56,0
1663538400,18.852,0
1664143200,19,0
1664748000,20.11,0
1665352800,18.237,0
1665957600,19.4,0
1666562400,19.22,0
1667167200,20.8482,0
1667772000,21.681,0
1668376800,20.928,0
1668981600,21.378,0
